ID	Name	Label
S2501_C03_013E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Married-couple family!!Householder 65 years and over
S0601PR_C02_042E	No Name	Native; born in Puerto Rico!!Estimate!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$25,000 to $34,999
S1811_C02_049E	No Name	With a Disability!!Estimate!!EARNINGS IN PAST 12 MONTHS (IN 2010 INFLATION ADJUSTED DOLLARS)!!$35,000 to $49,999
S1811_C02_046E	No Name	With a Disability!!Estimate!!EARNINGS IN PAST 12 MONTHS (IN 2010 INFLATION ADJUSTED DOLLARS)!!$5,000 to $14,999
S0503_C02_008E	No Name	Foreign born; Born in Europe!!Estimate!!Not a citizen!!Entered 1990 to 1999
S2401_C05_021E	No Name	Median earnings (dollars) for male!!Estimate!!Service occupations!!Protective service occupations!!Fire fighting and prevention, and other protective service workers including supervisors
S1703_C04_014E	No Name	Less than 125 percent of the poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S2501_C03_014E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Other family
S0601PR_C02_041E	No Name	Native; born in Puerto Rico!!Estimate!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$15,000 to $24,999
S1811_C02_047E	No Name	With a Disability!!Estimate!!EARNINGS IN PAST 12 MONTHS (IN 2010 INFLATION ADJUSTED DOLLARS)!!$15,000 to $24,999
S1201_C03_029E	No Name	Widowed!!Estimate!!LABOR FORCE PARTICIPATION!!Males 16 years and over
S0503_C02_007E	No Name	Foreign born; Born in Europe!!Estimate!!Not a citizen!!Entered 2000 or later
S2401_C05_022E	No Name	Median earnings (dollars) for male!!Estimate!!Service occupations!!Protective service occupations!!Law enforcement workers including supervisors
S1703_C04_013E	No Name	Less than 125 percent of the poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0601PR_C02_040E	No Name	Native; born in Puerto Rico!!Estimate!!INDIVIDUALS' INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!$10,000 to $14,999
S2501_C03_015E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Other family!!Male householder, no wife present
S1811_C02_044E	No Name	With a Disability!!Estimate!!EARNINGS IN PAST 12 MONTHS (IN 2010 INFLATION ADJUSTED DOLLARS)!!Population Age 16 and over with earnings
S0503_C02_006E	No Name	Foreign born; Born in Europe!!Estimate!!Not a citizen
S1301_C01_029E	No Name	Total!!Estimate!!PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS!!Received public assistance income
S1703_C04_016E	No Name	Less than 125 percent of the poverty level!!Estimate!!Hispanic or Latino origin (of any race)
S2501_C03_016E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Other family!!Male householder, no wife present!!Householder 15 to 34 years
S1811_C02_045E	No Name	With a Disability!!Estimate!!EARNINGS IN PAST 12 MONTHS (IN 2010 INFLATION ADJUSTED DOLLARS)!!$1 to $4,999 or loss
S0503_C02_005E	No Name	Foreign born; Born in Europe!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered before 1990
S1301_C01_028E	No Name	Total!!Estimate!!PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS!!Women 15 to 50 years
S2401_C05_020E	No Name	Median earnings (dollars) for male!!Estimate!!Service occupations!!Protective service occupations
S1703_C04_015E	No Name	Less than 125 percent of the poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2501_C03_017E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Other family!!Male householder, no wife present!!Householder 35 to 64 years
S2501_C03_018E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Other family!!Male householder, no wife present!!Householder 65 years and over
S2407_C04_008E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Information
S1811_C02_042E	No Name	With a Disability!!Estimate!!EDUCATIONAL ATTAINMENT!!Some college or associate's degree
S0503_C02_004E	No Name	Foreign born; Born in Europe!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 1990 to 1999
S1703_C04_018E	No Name	Less than 125 percent of the poverty level!!Estimate!!LIVING ARRANGEMENT!!In family households
S2501_C03_019E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Family households!!Other family!!Female householder, no husband present
S1811_C02_043E	No Name	With a Disability!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree or higher
S2407_C04_009E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Finance and insurance, and real estate and rental and leasing
S0503_C02_003E	No Name	Foreign born; Born in Europe!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen!!Entered 2000 or later
S1703_C04_017E	No Name	Less than 125 percent of the poverty level!!Estimate!!White alone, not Hispanic or Latino
S2407_C04_006E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Retail trade
S1811_C02_040E	No Name	With a Disability!!Estimate!!EDUCATIONAL ATTAINMENT!!Less than high school graduate
S1902_C02_015E	No Name	Mean income (dollars)!!Estimate!!PER CAPITA INCOME BY RACE AND HISPANIC OR LATINO ORIGIN!!Total population
S0505_C01_044E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!High school (grades 9-12)
S0503_C02_002E	No Name	Foreign born; Born in Europe!!Estimate!!CITIZENSHIP AND PERIOD OF ENTRY!!Naturalized citizen
S0804_C04_084E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!45 to 59 minutes
S2407_C04_007E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Transportation and warehousing, and utilities
S1811_C02_041E	No Name	With a Disability!!Estimate!!EDUCATIONAL ATTAINMENT!!High school graduate, GED, or alternative
S1902_C02_014E	No Name	Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, other
S0503_C02_001E	No Name	Foreign born; Born in Europe!!Estimate!!Foreign-born population
S0505_C01_045E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!College or graduate school
S0804_C04_083E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!35 to 44 minutes
S0701PR_C01_010E	No Name	Total!!Estimate!!AGE!!75 years and over
S0804_C04_086E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!Mean travel time to work (minutes)
S2407_C04_004E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Manufacturing
S1902_C02_013E	No Name	Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!3 or more workers, husband and wife worked
S0505_C01_042E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Nursery school, preschool
S0701PR_C01_011E	No Name	Total!!Estimate!!Median age (years)
S2407_C04_005E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Wholesale trade
S1902_C02_012E	No Name	Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, other
S0505_C01_043E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Elementary school (grades K-8)
S0804_C04_085E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!60 or more minutes
S0701PR_C01_012E	No Name	Total!!Estimate!!SEX!!Male
S2407_C04_002E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Agriculture, forestry, fishing and hunting, and mining
S0505_C01_040E	No Name	Total!!Estimate!!MARITAL STATUS!!Widowed
S1902_C02_011E	No Name	Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!2 workers, husband and wife worked
S0804_C04_080E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!20 to 24 minutes
S0701PR_C01_013E	No Name	Total!!Estimate!!SEX!!Female
S2407_C04_003E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Construction
S0505_C01_041E	No Name	Total!!Estimate!!SCHOOL ENROLLMENT!!Population 3 years and over enrolled in school
S1902_C02_010E	No Name	Mean income (dollars)!!Estimate!!FAMILY INCOME BY NUMBER OF WORKERS IN FAMILY!!1 worker
S1703_C04_010E	No Name	Less than 125 percent of the poverty level!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0701PR_C01_014E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S0804_C04_082E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!30 to 34 minutes
S2407_C04_001E	No Name	Private not-for-profit wage and salary workers!!Estimate!!Civilian employed population 16 years and over
S0804_C04_081E	No Name	Public transportation (excluding taxicab)!!Estimate!!TRAVEL TIME TO WORK!!25 to 29 minutes
S0701PR_C01_015E	No Name	Total!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0501_C05_122E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!ROOMS!!2 or 3 rooms
S0802_C03_013E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S0102_C02_074E	No Name	60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!Households
S0501_C05_121E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!ROOMS!!1 room
S0802_C03_012E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S0102_C02_075E	No Name	60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings
S0501_C05_120E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!Average household size of renter-occupied unit
S1301_C01_031E	No Name	Total!!Estimate!!PERCENT IMPUTED!!Marital status
S0102_C02_072E	No Name	60 years and over!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Armed forces
S0802_C03_011E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S1301_C01_030E	No Name	Total!!Estimate!!PUBLIC ASSISTANCE INCOME IN THE PAST 12 MONTHS!!Did not receive public assistance income
S0102_C02_073E	No Name	60 years and over!!Estimate!!EMPLOYMENT STATUS!!Not in labor force
S0802_C03_010E	No Name	Car, truck, or van -- carpooled!!Estimate!!SEX!!Female
S0102_C02_070E	No Name	60 years and over!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Unemployed
S0802_C03_017E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Some other race
S0501_C05_126E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!Median number of rooms
S0102_C02_071E	No Name	60 years and over!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Unemployed!!Percent of civilian labor force
S0802_C03_016E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Native Hawaiian and Other Pacific Islander
S0501_C05_125E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!ROOMS!!8 or more rooms
S2401_C05_009E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Life, physical, and social science occupations
S0802_C03_015E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Asian
S0505_C01_058E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force
S0501_C05_124E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!ROOMS!!6 or 7 rooms
S0501_C05_123E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!ROOMS!!4 or 5 rooms
S0505_C01_059E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!In labor force!!Civilian labor force!!Employed
S0802_C03_014E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!American Indian and Alaska Native
S1201_C03_012E	No Name	Widowed!!Estimate!!35 to 44 years
S2401_C05_007E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Computer and mathematical occupations
S2702_C02_090E	No Name	Uninsured Population!!Estimate!!EARNINGS IN THE PAST 12 MONTHS (IN 2010 INFLATION ADJUSTED DOLLARS)!!$75,000 or more
AIANHH	No Name	American Indian Area/Alaska Native Area/Hawaiian Home Land
S2401_C05_008E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations!!Architecture and engineering occupations
S1201_C03_011E	No Name	Widowed!!Estimate!!20 to 34 years
S0103_C02_104E	No Name	65 years and over!!Estimate!!GROSS RENT!!Median gross rent (dollars)
S0501_C05_129E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!VEHICLES AVAILABLE!!1 or more
S2702_C02_091E	No Name	Uninsured Population!!Estimate!!Median earnings (dollars)
S0802_C03_019E	No Name	Car, truck, or van -- carpooled!!Estimate!!Hispanic or Latino origin (of any race)
S1201_C03_010E	No Name	Widowed!!Estimate!!15 to 19 years
S2401_C05_005E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Business and financial operations occupations
S2501_C03_030E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder not living alone!!Householder 35 to 64 years
S0501_C05_128E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!VEHICLES AVAILABLE!!None
S2702_C02_092E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!Total household population
S2401_C05_006E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Computer, engineering, and science occupations
S0802_C03_018E	No Name	Car, truck, or van -- carpooled!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!Two or more races
S2501_C03_031E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder not living alone!!Householder 65 years and over
S2702_C02_093E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!Under $25,000
S0501_C05_127E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!1.01 or more occupants per room
S0102_C02_078E	No Name	60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security income!!Mean Social Security income (dollars)
S1201_C03_016E	No Name	Widowed!!Estimate!!Population 15 years and over
S2401_C05_003E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Management, business, and financial occupations
S2501_C03_032E	No Name	Renter-occupied housing units!!Estimate!!FAMILY TYPE AND PRESENCE OF OWN CHILDREN!!With related children under 18 years
S1811_C02_028E	No Name	With a Disability!!Estimate!!INDUSTRY!!Educational services, and health care and social assistance
S2702_C02_094E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$25,000 to $49,999
S0102_C02_079E	No Name	60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Supplemental Security Income
S1201_C03_015E	No Name	Widowed!!Estimate!!65 years and over
S1301_C01_032E	No Name	Total!!Estimate!!PERCENT IMPUTED!!Fertility
S0102PR_C02_001E	No Name	60 years and over!!Estimate!!Total population
S2401_C05_004E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Management, business, and financial occupations!!Management occupations
S2501_C03_033E	No Name	Renter-occupied housing units!!Estimate!!FAMILY TYPE AND PRESENCE OF OWN CHILDREN!!With related children under 18 years!!With own children under 18 years
S1811_C02_029E	No Name	With a Disability!!Estimate!!INDUSTRY!!Arts, entertainment, and recreation, and accommodation and food services
S2702_C02_095E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$50,000 to $74,999
S1811_C02_026E	No Name	With a Disability!!Estimate!!INDUSTRY!!Finance and insurance, and real estate and rental and leasing
S1201_C03_014E	No Name	Widowed!!Estimate!!55 to 64 years
S0102_C02_076E	No Name	60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With earnings!!Mean earnings (dollars)
S2702_C02_096E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$75,000 to $99,999
S2401_C05_001E	No Name	Median earnings (dollars) for male!!Estimate!!Civilian employed population 16 years and over
S2501_C03_034E	No Name	Renter-occupied housing units!!Estimate!!FAMILY TYPE AND PRESENCE OF OWN CHILDREN!!With related children under 18 years!!With own children under 18 years!!Under 6 years only
S1201_C03_013E	No Name	Widowed!!Estimate!!45 to 54 years
S0102_C02_077E	No Name	60 years and over!!Estimate!!INCOME IN THE PAST 12 MONTHS (IN 2010 INFLATION-ADJUSTED DOLLARS)!!With Social Security income
S2702_C02_097E	No Name	Uninsured Population!!Estimate!!HOUSEHOLD INCOME (IN 2010 INFLATION ADJUSTED DOLLARS)!!$100,000 and over
S2401_C05_002E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations
S2501_C03_035E	No Name	Renter-occupied housing units!!Estimate!!FAMILY TYPE AND PRESENCE OF OWN CHILDREN!!With related children under 18 years!!With own children under 18 years!!Under 6 years and 6 to 17 years
S1811_C02_027E	No Name	With a Disability!!Estimate!!INDUSTRY!!Professional, scientific, and management, and administrative and waste management services
S1811_C02_036E	No Name	With a Disability!!Estimate!!COMMUTING TO WORK!!Walked
S2401_C05_011E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Community and social services occupations
S2702_C02_098E	No Name	Uninsured Population!!Estimate!!Median household income of householders
S2601B_C04_004E	No Name	Nursing facilities/skilled nursing facilities!!Estimate!!Under 15 years
S2501_C03_024E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder living alone
S1811_C02_037E	No Name	With a Disability!!Estimate!!COMMUTING TO WORK!!Taxicab, motorcycle, bicycle, or other means
S1201_C03_019E	No Name	Widowed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!Black or African American
S2601B_C04_002E	No Name	Nursing facilities/skilled nursing facilities!!Estimate!!SEX AND AGE!!Male
S2702_C02_099E	No Name	Uninsured Population!!Estimate!!RATIO OF INCOME TO POVERTY LEVEL IN THE PAST 12 MONTHS!!Civilian noninstitutionalized population for whom poverty status is determined
S2401_C05_012E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations!!Legal occupations
S2601B_C04_003E	No Name	Nursing facilities/skilled nursing facilities!!Estimate!!SEX AND AGE!!Female
S2501_C03_025E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder living alone!!Householder 15 to 34 years
S1811_C02_034E	No Name	With a Disability!!Estimate!!COMMUTING TO WORK!!Car, truck, or van - carpooled
S1201_C03_018E	No Name	Widowed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race!!White
S2601B_C04_006E	No Name	Nursing facilities/skilled nursing facilities!!Estimate!!18 to 24 years
S0804_C04_090E	No Name	Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!No vehicle available
S1703_C04_002E	No Name	Less than 125 percent of the poverty level!!Estimate!!SEX!!Male
S2501_C03_026E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder living alone!!Householder 35 to 64 years
S0601PR_C02_053E	No Name	Native; born in Puerto Rico!!Estimate!!PERCENT IMPUTED!!Place of birth
S1811_C02_035E	No Name	With a Disability!!Estimate!!COMMUTING TO WORK!!Public transportation (excluding taxicab)
S1201_C03_017E	No Name	Widowed!!Estimate!!RACE AND HISPANIC OR LATINO ORIGIN!!One race
S0503_C02_019E	No Name	Foreign born; Born in Europe!!Estimate!!75 to 84 years
S2401_C05_010E	No Name	Median earnings (dollars) for male!!Estimate!!Management, business, science, and arts occupations!!Education, legal, community service, arts, and media occupations
S2601B_C04_005E	No Name	Nursing facilities/skilled nursing facilities!!Estimate!!15 to 17 years
S1703_C04_001E	No Name	Less than 125 percent of the poverty level!!Estimate!!Population for whom poverty status is determined
S2501_C03_027E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder living alone!!Householder 65 years and over
S0601PR_C02_052E	No Name	Native; born in Puerto Rico!!Estimate!!PERCENT IMPUTED!!Citizenship status
S1811_C02_032E	No Name	With a Disability!!Estimate!!COMMUTING TO WORK!!Workers Age 16 and Over
S0503_C02_018E	No Name	Foreign born; Born in Europe!!Estimate!!65 to 74 years
S1703_C04_004E	No Name	Less than 125 percent of the poverty level!!Estimate!!AGE!!Under 18 years
S0601PR_C02_051E	No Name	Native; born in Puerto Rico!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!At or above 150 percent of the poverty level
S2501_C03_028E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder not living alone
S2501_C03_029E	No Name	Renter-occupied housing units!!Estimate!!HOUSEHOLD TYPE (INCLUDING LIVING ALONE) AND AGE OF HOUSEHOLDER!!Nonfamily households!!Householder not living alone!!Householder 15 to 34 years
S1811_C02_033E	No Name	With a Disability!!Estimate!!COMMUTING TO WORK!!Car, truck, or van - drove alone
S0503_C02_017E	No Name	Foreign born; Born in Europe!!Estimate!!55 to 64 years
S1703_C04_003E	No Name	Less than 125 percent of the poverty level!!Estimate!!SEX!!Female
S0601PR_C02_050E	No Name	Native; born in Puerto Rico!!Estimate!!POVERTY STATUS IN THE PAST 12 MONTHS!!100 to 149 percent of the poverty level
S1811_C02_030E	No Name	With a Disability!!Estimate!!INDUSTRY!!Other services (except public administration)
S0503_C02_016E	No Name	Foreign born; Born in Europe!!Estimate!!45 to 54 years
S2601B_C04_001E	No Name	Nursing facilities/skilled nursing facilities!!Estimate!!Total population
S1703_C04_006E	No Name	Less than 125 percent of the poverty level!!Estimate!!AGE!!18 to 64 years
S1811_C02_031E	No Name	With a Disability!!Estimate!!INDUSTRY!!Public administration
S0503_C02_015E	No Name	Foreign born; Born in Europe!!Estimate!!25 to 44 years
S0502_C01_146E	No Name	Total!!Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S1703_C04_005E	No Name	Less than 125 percent of the poverty level!!Estimate!!AGE!!Related children under 18 years
S1902_C02_003E	No Name	Mean income (dollars)!!Estimate!!With interest, dividends, or net rental income
S0505_C01_056E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!Population 16 years and over
S0503_C02_014E	No Name	Foreign born; Born in Europe!!Estimate!!18 to 24 years
S0502_C01_145E	No Name	Total!!Estimate!!GROSS RENT AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S0804_C04_096E	No Name	Public transportation (excluding taxicab)!!Estimate!!PERCENT IMPUTED!!Travel time to work
S1902_C02_002E	No Name	Mean income (dollars)!!Estimate!!With earnings
S0505_C01_057E	No Name	Total!!Estimate!!EMPLOYMENT STATUS!!In labor force
S0503_C02_013E	No Name	Foreign born; Born in Europe!!Estimate!!5 to 17 years
S0502_C01_144E	No Name	Total!!Estimate!!Renter-occupied housing units
S0804_C04_095E	No Name	Public transportation (excluding taxicab)!!Estimate!!PERCENT IMPUTED!!Time arriving at work from home
S0503_C02_012E	No Name	Foreign born; Born in Europe!!Estimate!!Under 5 years
S1902_C02_001E	No Name	Mean income (dollars)!!Estimate!!All households
S0505_C01_054E	No Name	Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!English only!!Language other than English
S0502_C01_143E	No Name	Total!!Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!30 percent or more
S0804_C04_097E	No Name	Public transportation (excluding taxicab)!!Estimate!!PERCENT IMPUTED!!Vehicles available
S0503_C02_011E	No Name	Foreign born; Born in Europe!!Estimate!!SEX AND AGE!!Female
S0505_C01_055E	No Name	Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!English only!!Speak English less than "very well"
S0502_C01_142E	No Name	Total!!Estimate!!SELECTED MONTHLY OWNER COSTS AS A PERCENTAGE OF HOUSEHOLD INCOME IN THE PAST 12 MONTHS!!Less than 30 percent
S0501_C05_130E	No Name	Foreign born; Not a U.S. citizen!!Estimate!!SELECTED CHARACTERISTICS!!No telephone service available
S0505_C01_052E	No Name	Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!Population 5 years and over
S0503_C02_010E	No Name	Foreign born; Born in Europe!!Estimate!!SEX AND AGE!!Male
S0802_C03_021E	No Name	Car, truck, or van -- carpooled!!Estimate!!CITIZENSHIP STATUS!!Native
S0804_C04_092E	No Name	Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!2 vehicles available
S0502_C01_141E	No Name	Total!!Estimate!!Owner-occupied housing units
S0701PR_C01_001E	No Name	Total!!Estimate!!Population 1 year and over
S0505_C01_053E	No Name	Total!!Estimate!!LANGUAGE SPOKEN AT HOME AND ABILITY TO SPEAK ENGLISH!!English only
S0502_C01_140E	No Name	Total!!Estimate!!SELECTED CHARACTERISTICS!!Linguistically isolated households
S0802_C03_020E	No Name	Car, truck, or van -- carpooled!!Estimate!!White alone, not Hispanic or Latino
S0804_C04_091E	No Name	Public transportation (excluding taxicab)!!Estimate!!VEHICLES AVAILABLE!!1 vehicle available
S0701PR_C01_002E	No Name	Total!!Estimate!!AGE!!1 to 4 years
S0505_C01_050E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Bachelor's degree
S0804_C04_094E	No Name	Public transportation (excluding taxicab)!!Estimate!!PERCENT IMPUTED!!Means of transportation to work
S0505_C01_051E	No Name	Total!!Estimate!!EDUCATIONAL ATTAINMENT!!Graduate or professional degree
